scenarioId,groupName,resourceType,componentTitle,fieldKey,editorControl,fieldSemantics,verifiedLayers,outcome,notes
S1,"Events, Booking, Travel & Hospitality",tut-usa/events-booking-travel-hospitality/webinar-replay,Webinar Replay,summary,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Events, Booking, Travel & Hospitality",tut-usa/events-booking-travel-hospitality/webinar-replay,Webinar Replay,title,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Events, Booking, Travel & Hospitality",tut-usa/events-booking-travel-hospitality/webinar-replay,Webinar Replay,videoUrl,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Forms, Data Capture & Consent",tut-usa/forms-data-capture-consent/lead-form,Lead Form,description,textarea,scalar,ui,PASS,control textarea present and typed as contracted
S1,"Forms, Data Capture & Consent",tut-usa/forms-data-capture-consent/lead-form,Lead Form,fields,structured,list,ui,PASS,"list field renders a structured editor (nested group / repeater), not a text input"
S1,"Forms, Data Capture & Consent",tut-usa/forms-data-capture-consent/lead-form,Lead Form,submitAction,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Forms, Data Capture & Consent",tut-usa/forms-data-capture-consent/lead-form,Lead Form,successRedirect,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Forms, Data Capture & Consent",tut-usa/forms-data-capture-consent/lead-form,Lead Form,title,text,scalar,ui,PASS,control text present and typed as contracted
S1,Layout & Page Structure,tut-usa/layout-page-structure/sidebar-promo,Sidebar Promo,cta,structured,object,ui,PASS,"object field renders a structured editor (nested group / repeater), not a text input"
S1,Layout & Page Structure,tut-usa/layout-page-structure/sidebar-promo,Sidebar Promo,description,textarea,scalar,ui,PASS,control textarea present and typed as contracted
S1,Layout & Page Structure,tut-usa/layout-page-structure/sidebar-promo,Sidebar Promo,image,text,asset,ui,PASS,control present but lossy: asset field edited through a plain text input
S1,Layout & Page Structure,tut-usa/layout-page-structure/sidebar-promo,Sidebar Promo,title,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Location, Local & Physical Presence",tut-usa/location-local-physical-presence/campus-location,Campus Location,address,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Location, Local & Physical Presence",tut-usa/location-local-physical-presence/campus-location,Campus Location,mapLink,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Location, Local & Physical Presence",tut-usa/location-local-physical-presence/campus-location,Campus Location,name,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Location, Local & Physical Presence",tut-usa/location-local-physical-presence/campus-location,Campus Location,photo,text,asset,ui,PASS,control present but lossy: asset field edited through a plain text input
S1,"Location, Local & Physical Presence",tut-usa/location-local-physical-presence/campus-location,Campus Location,programs,structured,list,ui,PASS,"list field renders a structured editor (nested group / repeater), not a text input"
S1,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,autoplay,toggle,scalar,ui,PASS,control toggle present and typed as contracted
S1,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,posterImage,text,asset,ui,PASS,control present but lossy: asset field edited through a plain text input
S1,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,title,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,transcript,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Media, Visual Storytelling & Assets",tut-usa/media-visual-storytelling-assets/video-embed,Video Embed,videoUrl,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/logo,Logo,altText,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/logo,Logo,brandName,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/logo,Logo,destinationUrl,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/logo,Logo,image,text,asset,ui,PASS,control present but lossy: asset field edited through a plain text input
S1,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/logo,Logo,themeVariant,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Support, Documentation & Knowledge",tut-usa/support-documentation-knowledge/escalation-matrix,Escalation Matrix,lastReviewed,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Support, Documentation & Knowledge",tut-usa/support-documentation-knowledge/escalation-matrix,Escalation Matrix,levels,structured,list,ui,PASS,"list field renders a structured editor (nested group / repeater), not a text input"
S1,"Support, Documentation & Knowledge",tut-usa/support-documentation-knowledge/escalation-matrix,Escalation Matrix,owner,text,scalar,ui,PASS,control text present and typed as contracted
S1,"Support, Documentation & Knowledge",tut-usa/support-documentation-knowledge/escalation-matrix,Escalation Matrix,title,text,scalar,ui,PASS,control text present and typed as contracted
S2,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,invoiceDate,text,scalar,"ui,author-api,headless,rendered",PASS,marker reb19-1787667502508-text
S3,"Brand, Corporate, Investor & Governance",tut-usa/brand-corporate-investor-governance/office-location,Office Location,photo,text,asset,"ui,author-api,headless,rendered",PASS,asset /tut-usa/assets/images/02b2932f59db0cf8-ab6axudqjze3dqwk3mascd2fhfw6o-bd1xwf0veukzq8uuau.png
S4,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,invoiceNumber,text,scalar,"ui,author-api,rendered",PASS,empty value renders without console errors
S5,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,invoiceDate,text,scalar,"ui,headless,rendered",PASS,784 characters
S6,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,(component),(n/a),(n/a),ui,PASS,palette limited to 20 of 20 allowed types
S7,"Brand, Corporate, Investor & Governance",tut-usa/brand-corporate-investor-governance/office-location,Office Location,(component),(n/a),(n/a),"ui,author-api",PASS,order changed: hero-banner > office-location > invoice-download > product-card > contact-card > case-study-detail > faculty-profile > webinar-replay > lead-form > sidebar-promo > campus-location > video-embed > logo > escalation-matrix
S8,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,(component),(n/a),(n/a),ui,PASS,undo/redo changed editor state
S9,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,invoiceDate,text,scalar,"ui,author-api",PASS,preview opens draft mode; save persists state
S10,"Account, Portal & Transactional",tut-usa/account-portal-transactional/invoice-download,Invoice Download,invoiceDate,text,scalar,"ui,author-api,publish",PASS,edit verified on the publish environment via tree-replicating publish
